0 0 0
0.0526316 0 0
0.105263 0 0
0.157895 0 0
0.210526 0 0
0.263158 0 0
0.315789 0 0
0.368421 0 0
0.421053 0 0
0.473684 0 0.00254869
0.526316 0 0.0300456
0.578947 0 0.0802597
0.631579 0 0.132891
0.684211 0 0.185523
0.736842 0 0.238154
0.789474 0 0.290786
0.842105 0 0.343418
0.894737 0 0.396049
0.947368 0 0.448681
1 0 0.524385
0 0.0526316 0
0.0526316 0.0526316 0
0.105263 0.0526316 0
0.157895 0.0526316 0
0.210526 0.0526316 0
0.263158 0.0526316 0
0.315789 0.0526316 0
0.368421 0.0526316 0
0.421053 0.0526316 0.000198009
0.473684 0.0526316 0.00501845
0.526316 0.0526316 0.0333716
0.578947 0.0526316 0.0818408
0.631579 0.0526316 0.1342
0.684211 0.0526316 0.186832
0.736842 0.0526316 0.239463
0.789474 0.0526316 0.292095
0.842105 0.0526316 0.344726
0.894737 0.0526316 0.397358
0.947368 0.0526316 0.458383
1 0.0526316 0.523132
0 0.105263 0
0.0526316 0.105263 0
0.105263 0.105263 0
0.157895 0.105263 0
0.210526 0.105263 0
0.263158 0.105263 0
0.315789 0.105263 0
0.368421 0.105263 1.20053e-05
0.421053 0.105263 0.000560765
0.473684 0.105263 0.0073983
0.526316 0.105263 0.0364041
0.578947 0.105263 0.0835757
0.631579 0.105263 0.135542
0.684211 0.105263 0.188137
0.736842 0.105263 0.240769
0.789474 0.105263 0.2934
0.842105 0.105263 0.346032
0.894737 0.105263 0.401397
0.947368 0.105263 0.461418
1 0.105263 0.521875
0 0.157895 0
0.0526316 0.157895 0
0.105263 0.157895 0
0.157895 0.157895 0
0.210526 0.157895 0
0.263158 0.157895 0
0.315789 0.157895 5.48272e-07
0.368421 0.157895 4.47377e-05
0.421053 0.157895 0.00105939
0.473684 0.157895 0.0096874
0.526316 0.157895 0.0392154
0.578947 0.157895 0.0853966
0.631579 0.157895 0.136928
0.684211 0.157895 0.189445
0.736842 0.157895 0.242071
0.789474 0.157895 0.294702
0.842105 0.157895 0.348126
0.894737 0.157895 0.40433
0.947368 0.157895 0.463201
1 0.157895 0.520616
0 0.210526 0
0.0526316 0.210526 0
0.105263 0.210526 0
0.157895 0.210526 0
0.210526 0.210526 0
0.263158 0.210526 1.79879e-08
0.315789 0.210526 2.54853e-06
0.368421 0.210526 0.000104271
0.421053 0.210526 0.0016694
0.473684 0.210526 0.01189
0.526316 0.210526 0.0418544
0.578947 0.210526 0.0872627
0.631579 0.210526 0.138356
0.684211 0.210526 0.190761
0.736842 0.210526 0.243371
0.789474 0.210526 0.296204
0.842105 0.210526 0.350262
0.894737 0.210526 0.406646
0.947368 0.210526 0.464237
1 0.210526 0.519352
0 0.263158 0
0.0526316 0.263158 0
0.105263 0.263158 0
0.157895 0.263158 0
0.210526 0.263158 3.96584e-10
0.263158 0.263158 1.0061e-07
0.315789 0.263158 7.11173e-06
0.368421 0.263158 0.000194593
0.421053 0.263158 0.00237033
0.473684 0.263158 0.0140124
0.526316 0.263158 0.0443551
0.578947 0.263158 0.089149
0.631579 0.263158 0.139821
0.684211 0.263158 0.192088
0.736842 0.263158 0.244715
0.789474 0.263158 0.29782
0.842105 0.263158 0.352286
0.894737 0.263158 0.408487
0.947368 0.263158 0.464839
1 0.263158 0.518086
0 0.315789 0
0.0526316 0.315789 0
0.105263 0.315789 0
0.157895 0.315789 5.3086e-12
0.210526 0.315789 2.60038e-09
0.263158 0.315789 3.28397e-07
0.315789 0.315789 1.54454e-05
0.368421 0.315789 0.000318074
0.421053 0.315789 0.00314523
0.473684 0.315789 0.0160618
0.526316 0.315789 0.0467419
0.578947 0.315789 0.0910399
0.631579 0.315789 0.141317
0.684211 0.315789 0.193437
0.736842 0.315789 0.246114
0.789474 0.315789 0.299477
0.842105 0.315789 0.354152
0.894737 0.315789 0.409972
0.947368 0.315789 0.465152
1 0.315789 0.516816
0 0.368421 0
0.0526316 0.368421 0
0.105263 0.368421 3.62267e-14
0.157895 0.368421 4.00026e-11
0.210526 0.368421 9.7465e-09
0.263158 0.368421 8.17087e-07
0.315789 0.368421 2.87734e-05
0.368421 0.368421 0.000475861
0.421053 0.368421 0.00398019
0.473684 0.368421 0.0180451
0.526316 0.368421 0.0490329
0.578947 0.368421 0.0929257
0.631579 0.368421 0.142837
0.684211 0.368421 0.194816
0.736842 0.368421 0.247557
0.789474 0.368421 0.301128
0.842105 0.368421 0.35585
0.894737 0.368421 0.411178
0.947368 0.368421 0.465259
1 0.368421 0.515543
0 0.421053 0
0.0526316 0.421053 8.55749e-17
0.105263 0.421053 3.08811e-13
0.157895 0.421053 1.69607e-10
0.210526 0.421053 2.74084e-08
0.263158 0.421053 1.71625e-06
0.315789 0.421053 4.82796e-05
0.368421 0.421053 0.000668187
0.421053 0.421053 0.00486378
0.473684 0.421053 0.019969
0.526316 0.421053 0.0512417
0.578947 0.421053 0.0948005
0.631579 0.421053 0.144379
0.684211 0.421053 0.196227
0.736842 0.421053 0.249031
0.789474 0.421053 0.302741
0.842105 0.421053 0.35739
0.894737 0.421053 0.412161
0.947368 0.421053 0.465211
1 0.421053 0.514266
0 0.473684 0
0.0526316 0.473684 8.14646e-16
0.105263 0.473684 1.46283e-12
0.157895 0.473684 5.32843e-10
0.210526 0.473684 6.42563e-08
0.263158 0.473684 3.20617e-06
0.315789 0.473684 7.50703e-05
0.368421 0.473684 0.000894616
0.421053 0.473684 0.00578668
0.473684 0.473684 0.0218392
0.526316 0.473684 0.0533792
0.578947 0.473684 0.0966609
0.631579 0.473684 0.145941
0.684211 0.473684 0.197667
0.736842 0.473684 0.250521
0.789474 0.473684 0.304301
0.842105 0.473684 0.358782
0.894737 0.473684 0.412963
0.947368 0.473684 0.465043
1 0.473684 0.512986
0 0.526316 0
0.0526316 0.526316 4.2663e-15
0.105263 0.526316 5.0829e-12
0.157895 0.526316 1.38151e-09
0.210526 0.526316 1.32622e-07
0.263158 0.526316 5.49365e-06
0.315789 0.526316 0.000110151
0.368421 0.526316 0.00115424
0.421053 0.526316 0.00674128
0.473684 0.526316 0.0236611
0.526316 0.526316 0.0554537
0.578947 0.526316 0.0985053
0.631579 0.526316 0.147518
0.684211 0.526316 0.199132
0.736842 0.526316 0.252013
0.789474 0.526316 0.305799
0.842105 0.526316 0.360041
0.894737 0.526316 0.413612
0.947368 0.526316 0.464778
1 0.526316 0.511703
0 0.578947 0
0.0526316 0.578947 1.6253e-14
0.105263 0.578947 1.44545e-11
0.157895 0.578947 3.12706e-09
0.210526 0.578947 2.48954e-07
0.263158 0.578947 8.80735e-06
0.315789 0.578947 0.000154413
0.368421 0.578947 0.00144583
0.421053 0.578947 0.00772134
0.473684 0.578947 0.0254391
0.526316 0.578947 0.0574724
0.578947 0.578947 0.100333
0.631579 0.578947 0.149109
0.684211 0.578947 0.200617
0.736842 0.578947 0.253498
0.789474 0.578947 0.307231
0.842105 0.578947 0.36118
0.894737 0.578947 0.414134
0.947368 0.578947 0.464433
1 0.578947 0.510416
0 0.631579 0
0.0526316 0.631579 5.03206e-14
0.105263 0.631579 3.56347e-11
0.157895 0.631579 6.3923e-09
0.210526 0.631579 4.34151e-07
0.263158 0.631579 1.33929e-05
0.315789 0.631579 0.00020863
0.368421 0.631579 0.00176795
0.421053 0.631579 0.0087218
0.473684 0.631579 0.0271773
0.526316 0.631579 0.0594412
0.578947 0.631579 0.102144
0.631579 0.631579 0.15071
0.684211 0.631579 0.202115
0.736842 0.631579 0.254967
0.789474 0.631579 0.308595
0.842105 0.631579 0.362209
0.894737 0.631579 0.414545
0.947368 0.631579 0.46402
1 0.631579 0.509126
0 0.684211 0
0.0526316 0.684211 1.34259e-13
0.105263 0.684211 7.88639e-11
0.157895 0.684211 1.20664e-08
0.210526 0.684211 7.13775e-07
0.263158 0.684211 1.9508e-05
0.315789 0.684211 0.000273453
0.368421 0.684211 0.00211903
0.421053 0.684211 0.00973849
0.473684 0.684211 0.0288793
0.526316 0.684211 0.0613649
0.578947 0.684211 0.103938
0.631579 0.684211 0.152318
0.684211 0.684211 0.20362
0.736842 0.684211 0.256414
0.789474 0.684211 0.309893
0.842105 0.684211 0.36314
0.894737 0.684211 0.41486
0.947368 0.684211 0.46355
1 0.684211 0.507833
0 0.736842 0
0.0526316 0.736842 3.19918e-13
0.105263 0.736842 1.60338e-10
0.157895 0.736842 2.13616e-08
0.210526 0.736842 1.11816e-06
0.263158 0.736842 2.74184e-05
0.315789 0.736842 0.000349423
0.368421 0.736842 0.00249745
0.421053 0.736842 0.010768
0.473684 0.736842 0.0305481
0.526316 0.736842 0.063248
0.578947 0.736842 0.105716
0.631579 0.736842 0.15393
0.684211 0.736842 0.205126
0.736842 0.736842 0.257834
0.789474 0.736842 0.311125
0.842105 0.736842 0.36398
0.894737 0.736842 0.415092
0.947368 0.736842 0.463031
1 0.736842 0.506536
0 0.789474 0
0.0526316 0.789474 6.97156e-13
0.105263 0.789474 3.04345e-10
0.157895 0.789474 3.58702e-08
0.210526 0.789474 1.68241e-06
0.263158 0.789474 3.73932e-05
0.315789 0.789474 0.00043697
0.368421 0.789474 0.00290156
0.421053 0.789474 0.0118076
0.473684 0.789474 0.0321864
0.526316 0.789474 0.0650939
0.578947 0.789474 0.107477
0.631579 0.789474 0.155542
0.684211 0.789474 0.206629
0.736842 0.789474 0.259225
0.789474 0.789474 0.312295
0.842105 0.789474 0.364739
0.894737 0.789474 0.415249
0.947368 0.789474 0.462467
1 0.789474 0.505236
0 0.842105 0
0.0526316 0.842105 1.41279e-12
0.105263 0.842105 5.45775e-10
0.157895 0.842105 5.76203e-08
0.210526 0.842105 2.4463e-06
0.263158 0.842105 4.97015e-05
0.315789 0.842105 0.000536424
0.368421 0.842105 0.00332977
0.421053 0.842105 0.0128549
0.473684 0.842105 0.0337968
0.526316 0.842105 0.066906
0.578947 0.842105 0.109223
0.631579 0.842105 0.157152
0.684211 0.842105 0.208123
0.736842 0.842105 0.260583
0.789474 0.842105 0.313405
0.842105 0.842105 0.365424
0.894737 0.842105 0.415341
0.947368 0.842105 0.461866
1 0.842105 0.503932
0 0.894737 0
0.0526316 0.894737 2.69535e-12
0.105263 0.894737 9.3297e-10
0.157895 0.894737 8.91289e-08
0.210526 0.894737 3.45414e-06
0.263158 0.894737 6.46094e-05
0.315789 0.894737 0.000648023
0.368421 0.894737 0.0037805
0.421053 0.894737 0.0139082
0.473684 0.894737 0.0353812
0.526316 0.894737 0.0686869
0.578947 0.894737 0.110952
0.631579 0.894737 0.158757
0.684211 0.894737 0.209606
0.736842 0.894737 0.261908
0.789474 0.894737 0.314457
0.842105 0.894737 0.36604
0.894737 0.894737 0.415373
0.947368 0.894737 0.461229
1 0.894737 0.502625
0 0.947368 0
0.0526316 0.947368 4.88648e-12
0.105263 0.947368 1.53092e-09
0.157895 0.947368 1.33452e-07
0.210526 0.947368 4.75452e-06
0.263158 0.947368 8.23769e-05
0.315789 0.947368 0.000771924
0.368421 0.947368 0.00425225
0.421053 0.947368 0.0149657
0.473684 0.947368 0.0369415
0.526316 0.947368 0.070439
0.578947 0.947368 0.112665
0.631579 0.947368 0.160354
0.684211 0.947368 0.211073
0.736842 0.947368 0.263198
0.789474 0.947368 0.315453
0.842105 0.947368 0.366594
0.894737 0.947368 0.415352
0.947368 0.947368 0.460562
1 0.947368 0.501314
0 1 0
0.0526316 1 8.47974e-12
0.105263 1 2.42475e-09
0.157895 1 1.94232e-07
0.210526 1 6.40003e-06
0.263158 1 0.000103256
0.315789 1 0.000908209
0.368421 1 0.00474358
0.421053 1 0.0160264
0.473684 1 0.0384796
0.526316 1 0.0721642
0.578947 1 0.114361
0.631579 1 0.161941
0.684211 1 0.212523
0.736842 1 0.264452
0.789474 1 0.316397
0.842105 1 0.367089
0.894737 1 0.415282
0.947368 1 0.459867
1 1 0.5
